month_end;forecast_date;model;q;obs_var;intercept;size_cs;value_cs;mom_cs;mkt_vol;illiq_cs;state_infl_high;state_dd_stress;value_cs_x_inflhigh;illiq_cs_x_stress;value_missing;illiq_missing;alpha;l1_ratio;window;depth;learning_rate;l2_leaf_reg;iterations;size_cs__lag1;value_cs__lag1;mom_cs__lag1;mkt_vol__lag1;illiq_cs__lag1;state_infl_high__lag1;state_dd_stress__lag1;value_cs_x_inflhigh__lag1;illiq_cs_x_stress__lag1;value_missing__lag1;illiq_missing__lag1;size_cs__lag2;value_cs__lag2;mom_cs__lag2;mkt_vol__lag2;illiq_cs__lag2;state_infl_high__lag2;state_dd_stress__lag2;value_cs_x_inflhigh__lag2;illiq_cs_x_stress__lag2;value_missing__lag2;illiq_missing__lag2;size_cs__lag3;value_cs__lag3;mom_cs__lag3;mkt_vol__lag3;illiq_cs__lag3;state_infl_high__lag3;state_dd_stress__lag3;value_cs_x_inflhigh__lag3;illiq_cs_x_stress__lag3;value_missing__lag3;illiq_missing__lag3;size_cs__lag4;value_cs__lag4;mom_cs__lag4;mkt_vol__lag4;illiq_cs__lag4;state_infl_high__lag4;state_dd_stress__lag4;value_cs_x_inflhigh__lag4;illiq_cs_x_stress__lag4;value_missing__lag4;illiq_missing__lag4;d_model;num_layers;dropout;lr;weight_decay;size_cs__lag7;value_cs__lag7;mom_cs__lag7;mkt_vol__lag7;illiq_cs__lag7;state_infl_high__lag7;state_dd_stress__lag7;value_cs_x_inflhigh__lag7;illiq_cs_x_stress__lag7;value_missing__lag7;illiq_missing__lag7;size_cs__lag6;value_cs__lag6;mom_cs__lag6;mkt_vol__lag6;illiq_cs__lag6;state_infl_high__lag6;state_dd_stress__lag6;value_cs_x_inflhigh__lag6;illiq_cs_x_stress__lag6;value_missing__lag6;illiq_missing__lag6;size_cs__lag5;value_cs__lag5;mom_cs__lag5;mkt_vol__lag5;illiq_cs__lag5;state_infl_high__lag5;state_dd_stress__lag5;value_cs_x_inflhigh__lag5;illiq_cs_x_stress__lag5;value_missing__lag5;illiq_missing__lag5;size_cs__lag0;value_cs__lag0;mom_cs__lag0;mkt_vol__lag0;illiq_cs__lag0;state_infl_high__lag0;state_dd_stress__lag0;value_cs_x_inflhigh__lag0;illiq_cs_x_stress__lag0;value_missing__lag0;illiq_missing__lag0
2022-12-31;2023-03-31;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.003334;0.002417;0.021592;0.070403;0.007015;0.024103;0.005558;0.001591;0.005097;0.003754;0.0;0.004858;0.001894;0.047756;0.079895;0.003584;0.0;0.012677;0.0;0.003116;0.011204;0.0;0.0023;0.002463;0.018559;0.087322;0.008336;0.0;0.005525;0.0;0.006849;0.007952;0.0;0.003925;0.000988;0.032667;0.108409;0.007917;0.058318;0.012112;0.000602;0.005317;0.005462;0.0;64.0;2.0;0.1;0.001;0.0001;0.009479;0.000642;0.0;0.00977;0.008271;0.011923;0.0;0.001619;0.0;0.014265;0.0;0.003685;0.001165;0.005655;0.008423;0.003634;0.005733;0.0;0.002182;0.0;0.004242;0.0;0.006793;0.004379;0.025741;0.001812;0.003234;0.045204;0.0;0.000422;0.0;0.014603;0.0;0.004891;0.001061;0.028936;0.047242;0.005862;0.0;0.01034;0.0;0.002528;0.006533;0.0
2023-03-31;2023-06-30;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.012614;0.00276;0.034913;0.022739;0.003425;0.0;0.005869;0.0;0.00285;0.007277;0.0;0.006264;0.000678;0.02963;0.030241;0.007807;0.049994;0.035219;0.004479;0.002041;0.022834;0.0;0.007663;0.003385;0.009865;0.131099;0.007895;0.0;0.008772;0.0;0.006625;0.007558;0.0;0.0078;0.000359;0.007761;0.017875;0.00703;0.0;0.019101;0.0;0.00075;0.009679;0.0;96.0;3.0;0.1;0.0007;0.0001;0.004594;0.000901;0.0;0.005372;0.009815;0.006132;0.0;0.001517;0.0;0.00402;0.0;0.010923;0.000464;0.002109;0.001835;0.002714;0.018801;0.0;0.001324;0.0;0.004206;0.0;0.006654;0.002671;0.006016;0.148833;0.006111;0.021132;0.006288;0.000718;0.005387;0.003161;0.0;0.000896;0.002207;0.043369;0.052293;0.006173;0.0;0.003631;0.0;0.00172;0.01116;0.0
2023-06-30;2023-09-30;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.011345;0.001822;0.012032;0.017445;0.002794;3.8e-05;0.005207;0.0;0.001623;0.003233;0.0;0.005174;0.00307;0.023152;0.02087;0.014214;0.000271;0.026602;1.2e-05;0.006088;0.004298;0.0;0.00632;0.001232;0.039239;0.102357;0.010785;0.037665;0.009321;0.00057;0.001071;0.006431;0.0;0.009029;0.005017;0.043655;0.016036;0.015815;6.4e-05;0.02438;3.2e-05;0.005664;0.001404;0.0;96.0;3.0;0.1;0.0007;0.0001;0.005823;0.001858;0.005827;0.00957;0.011266;0.013774;4.6e-05;0.003007;2e-06;0.005533;0.0;0.012342;0.002442;0.009575;0.004713;0.007213;0.016572;0.024808;0.001351;0.004631;0.000949;0.0;0.009498;0.001027;0.00701;0.150258;0.012245;8.3e-05;0.016199;0.0;0.000678;0.009191;0.0;0.003209;0.002472;0.002048;0.000809;0.009735;0.030504;0.009471;0.002734;0.002836;0.007002;0.0
2023-09-30;2023-12-31;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.010771;0.000792;0.016733;0.002255;0.003921;0.021895;0.019377;0.001469;0.003081;0.004215;0.0;0.00515;0.001177;0.030004;0.02714;0.010079;0.000135;0.012746;0.0;0.003917;0.008254;0.0;0.008758;0.001337;0.006556;0.038656;0.006944;8e-05;0.008899;2e-06;0.001981;0.002429;0.0;0.002371;0.001254;0.023278;0.075664;0.010126;0.01932;0.010968;0.00039;0.002474;0.006942;0.0;64.0;2.0;0.1;0.001;0.0001;0.009651;0.000702;0.009992;0.039763;0.004951;0.018707;0.014055;0.002102;0.000543;0.004941;0.0;0.009182;0.000497;0.009382;0.117973;0.008425;3e-06;0.011071;0.0;0.00565;0.001211;0.0;0.003873;0.000417;0.027686;0.072604;0.010339;1.8e-05;0.007437;3e-06;0.00109;0.004559;0.0;0.002608;0.001082;0.006239;0.006292;0.002033;0.0;0.005662;0.0;0.001213;0.003065;0.0
2023-12-31;2024-03-31;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.003711;0.002215;0.006995;0.008684;0.007;0.0;0.011495;0.0;0.004266;0.007156;0.0;0.001904;0.001143;0.032904;0.002544;0.003743;0.007067;0.009866;0.000781;0.001987;0.005852;0.0;0.002397;0.001658;0.046721;0.012516;0.00516;1.9e-05;0.00947;1e-06;0.006098;0.009394;0.0;0.002677;0.000443;0.032414;0.023498;0.002477;0.000123;0.004294;1e-06;0.000892;0.004391;0.0;64.0;2.0;0.1;0.001;0.0001;0.003165;0.000443;0.002899;0.015047;0.002109;4e-06;0.004822;0.0;0.000809;0.004693;0.0;0.00123;0.000434;0.00944;0.012076;0.001704;9.8e-05;0.00611;3e-06;0.000541;0.0088;0.0;0.001546;0.00117;0.035903;0.02344;0.002598;0.006254;0.007152;0.000343;0.004407;0.008481;0.0;0.003123;0.000765;0.023235;0.012558;0.006682;0.0;0.006896;0.0;0.001068;0.003628;0.0
2024-03-31;2024-06-30;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.000881;0.001494;0.01102;0.008997;0.003335;0.0;0.004693;0.0;0.001248;0.002055;0.0;0.000938;0.000883;0.006289;0.00122;0.005977;0.0;0.003993;0.0;0.001606;0.006206;0.0;0.002253;0.003591;0.007438;0.005194;0.007633;0.005054;0.006225;0.000763;0.004553;0.002373;0.0;0.001738;0.000717;0.015438;0.009641;0.004763;9.6e-05;0.003605;1e-06;0.001028;0.004854;0.0;96.0;3.0;0.1;0.0007;0.0001;0.002773;0.000235;0.005407;0.013419;0.002562;1.8e-05;0.003485;8e-06;0.001703;0.0013;0.0;0.00138;0.001578;0.009752;0.012069;0.002058;0.00439;0.0019;0.000374;0.000534;0.001166;0.0;0.004109;0.001238;0.01072;0.021839;0.005115;2.6e-05;0.003027;3e-06;0.003279;0.001282;0.0;0.00094;0.0026;0.011278;0.00602;0.003962;0.0;0.007677;0.0;0.001468;0.005696;0.0
2024-06-30;2024-09-30;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.005603;0.000893;0.018976;0.000582;0.004714;0.0;0.00556;0.0;0.001717;0.007717;0.0;0.004109;0.000428;0.005235;0.001255;0.005672;0.0;0.008138;0.0;0.000974;0.004077;0.0;0.003949;0.00133;0.003293;0.002686;0.003485;0.0;0.009424;0.0;0.001955;0.001411;0.0;0.004451;0.000517;0.007401;0.001128;0.004439;0.002484;0.008614;0.000298;0.001823;0.004144;0.0;64.0;2.0;0.1;0.001;0.0001;0.004298;0.000441;0.001863;0.026073;0.001722;0.004919;0.009043;0.000815;0.001754;0.001641;0.0;0.00236;9.7e-05;0.013281;0.003392;0.002597;7.7e-05;0.004598;0.0;0.001158;0.003082;0.0;0.003335;0.000576;0.003076;0.007804;0.002782;4.2e-05;0.008039;0.0;0.001513;0.00174;0.0;0.003735;0.000758;0.016562;0.000641;0.004827;0.0;0.007773;0.0;0.000835;0.003582;0.0
2024-09-30;2024-12-31;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.000983;0.001897;0.007007;0.000305;0.003244;0.0;0.004806;0.0;0.001537;0.005141;0.0;0.002061;0.002457;0.004479;0.000415;0.00533;0.0;0.00495;0.0;0.001304;0.006106;0.0;0.001228;0.003272;0.010395;0.006162;0.004455;0.0;0.007518;0.0;0.001434;0.012797;0.0;0.002492;0.003832;0.002142;0.001187;0.006625;0.0;0.015449;0.0;0.00231;0.00866;0.0;96.0;3.0;0.1;0.0007;0.0001;0.001893;0.000226;0.019774;0.018089;0.001694;1e-05;0.006024;0.0;0.005622;0.005224;0.0;0.001756;0.001572;0.007466;0.006469;0.001279;7.5e-05;0.006374;1e-06;0.001626;0.003638;0.0;0.004285;0.003879;0.013857;0.004974;0.002526;0.005196;0.009538;0.001436;0.003053;0.00755;0.0;0.000978;0.00173;0.005491;0.004119;0.001348;0.005606;0.003753;0.001912;0.000606;0.003466;0.0
2024-12-31;2025-03-31;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.003434;0.00129;0.010771;0.004763;0.001497;0.002115;0.009354;0.000641;0.000733;0.004817;0.0;0.002568;0.000772;0.024954;0.000401;0.003158;0.0;0.007838;0.0;0.003355;0.012298;0.0;0.001851;0.000593;0.022196;0.004381;0.002306;0.0;0.005434;0.0;0.002481;0.006749;0.0;0.002559;0.000701;0.015143;0.00464;0.003143;0.0;0.008168;0.0;0.004106;0.010269;0.0;96.0;3.0;0.1;0.0007;0.0001;0.001522;0.000776;0.01166;0.011419;0.002363;1.2e-05;0.004371;0.0;0.003667;0.004599;0.0;0.002219;0.002557;0.005726;0.00137;0.001131;0.028937;0.004907;0.002706;0.005006;0.005213;0.0;0.002359;0.001077;0.001746;0.007541;0.002616;0.0;0.004678;0.0;0.002503;0.008774;0.0;0.003049;0.00138;0.034748;0.005983;0.002068;0.0;0.008632;0.0;0.000764;0.011059;0.0
2025-03-31;2025-06-30;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.000918;0.000883;0.026152;0.002827;0.002685;0.0;0.00494;0.0;0.001184;0.002154;0.0;0.006405;0.001456;0.026195;0.004085;0.005991;0.005557;0.012351;0.001045;0.000568;0.005776;0.0;0.002989;0.002287;0.048907;0.001315;0.002289;0.0;0.005878;0.0;0.001815;0.012103;0.0;0.011985;0.001273;0.013903;0.00214;0.007844;0.0;0.026957;0.0;0.001295;0.020548;0.0;64.0;2.0;0.1;0.001;0.0001;0.011268;0.002532;0.019435;0.009808;0.00682;0.00978;0.036689;0.002396;0.002863;0.002222;0.0;0.003307;0.000964;0.005431;0.003263;0.004612;0.0;0.006358;0.0;0.003574;0.005347;0.0;0.003936;0.002079;0.03205;0.014913;0.003009;0.0;0.009439;0.0;0.00149;0.012771;0.0;0.004599;0.000187;0.008565;0.00452;0.002694;0.0;0.005958;0.0;0.000716;0.001603;0.0
2025-06-30;2025-09-30;patchtst_global;;;;;;;;;;;;;;;;;;;;;;0.000873;0.000576;0.028768;0.003222;0.003237;0.0;0.001598;0.0;0.001443;0.002535;0.0;0.002982;0.000633;0.007816;0.007025;0.003248;0.0;0.007927;0.0;0.001432;0.004648;0.0;0.001223;0.001672;0.035007;0.009218;0.004255;0.009234;0.010927;0.000337;0.002104;0.00853;0.0;0.009706;0.001248;0.008864;0.001021;0.004114;0.0;0.027756;0.0;0.001254;0.013757;0.0;64.0;2.0;0.1;0.001;0.0001;0.009838;0.001276;0.005844;0.008102;0.006489;0.0;0.022852;0.0;0.004589;0.003934;0.0;0.005068;0.000667;0.002257;0.002871;0.001574;0.0;0.008505;0.0;0.004065;0.00276;0.0;0.003985;0.002088;0.051233;0.005515;0.00796;0.0;0.008187;0.0;0.003126;0.0054;0.0;0.001984;0.000234;0.007969;0.00502;0.002712;0.0;0.003888;0.0;0.000498;0.00271;0.0
